Datum,Částka,Zpráva,Kategorie,Merchant,Month,Year
2023-08-24,-701.1,"Částka: 701,1 CZK 22.08.2023 Místo: Billa Palackeho nam. Ceske Budejov, Částka: 701,1 CZK 22.08.2023, Místo: Billa Palackeho nam., Ceske Budejov",Potraviny,Billa,2023-08,2023
2024-07-12,-571.5,"Částka: 571,5 CZK 10.07.2024 Místo: Billa Lidicka Hluboka nad V, Částka: 571,5 CZK 10.07.2024, Místo: Billa Lidicka, Hluboka nad V",Potraviny,Billa,2024-07,2024
2025-01-09,-799.9,"Částka: 799,9 CZK 07.01.2025 Místo: Billa Palackeho nam. Ceske Budejov, Částka: 799,9 CZK 07.01.2025, Místo: Billa Palackeho nam., Ceske Budejov",Potraviny,Billa,2025-01,2025
2025-06-04,-307.48,"Částka: 307,48 CZK 02.06.2025 Místo: Billa L. Kuby Ceske Budejov, Částka: 307,48 CZK 02.06.2025, Místo: Billa L. Kuby, Ceske Budejov",Potraviny,Billa,2025-06,2025
2024-08-06,-1039.76,"Částka: 40 EUR 04.08.2024 Místo: binance.com binance.com, Částka: 40 EUR 04.08.2024, Místo: binance.com, binance.com",Spoření a investice,Binance.Com Binance.Com,2024-08,2024
2024-04-18,-553.0,"Částka: 553 CZK 16.04.2024 Místo: BISTRO CESKE BUDEJOV, Částka: 553 CZK 16.04.2024, Místo: BISTRO, CESKE BUDEJOV",Restaurace,Bistro Ceske Budejov,2024-04,2024
2022-08-17,-159.0,"Částka: 159 CZK 15.08.2022 Místo: BK CESKE BUDEJOVICE ZA CESKE BUDEJOV  , Částka: 159 CZK 15.08.2022, Místo: BK CESKE BUDEJOVICE ZA, CESKE BUDEJOV,",Odchozí nezatříděná,Bk Ceske Budejovice Za Ceske Bu,2022-08,2022
2024-06-03,-314.0,"Částka: 314 CZK 31.05.2024 Místo: BK CESKE BUDEJOVICE ZA CESKE BUDEJOV, Částka: 314 CZK 31.05.2024, Místo: BK CESKE BUDEJOVICE ZA, CESKE BUDEJOV",Restaurace,Bk Ceske Budejovice Za Ceske Bu,2024-06,2024
2023-03-31,-2997.0,"Částka: 2997 CZK 29.03.2023 Místo: BM CESKO s.r.o. CESKE B Ceske Budejov, Částka: 2997 CZK 29.03.2023, Místo: BM CESKO s.r.o. CESKE B, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske B Ceske B,2023-03,2023
2023-06-29,-4494.0,"Částka: 4494 CZK 27.06.2023 Místo: BM CESKO s.r.o. CESKE B Ceske Budejov, Částka: 4494 CZK 27.06.2023, Místo: BM CESKO s.r.o. CESKE B, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske B Ceske B,2023-06,2023
2024-06-17,-783.0,"Částka: 783 CZK 14.06.2024 Místo: BM CESKO s.r.o. CESKE B Ceske Budejov, Částka: 783 CZK 14.06.2024, Místo: BM CESKO s.r.o. CESKE B, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske B Ceske B,2024-06,2024
2025-06-30,-769.0,"Částka: 769 CZK 28.06.2025 Místo: BM CESKO s.r.o. CESKE Ceske Budejov, Částka: 769 CZK 28.06.2025, Místo: BM CESKO s.r.o. CESKE, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske Ceske Bud,2025-06,2025
2025-07-04,-126.0,"Částka: 126 CZK 02.07.2025 Místo: BM CESKO s.r.o. CESKE Ceske Budejov, Částka: 126 CZK 02.07.2025, Místo: BM CESKO s.r.o. CESKE, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske Ceske Bud,2025-07,2025
2025-07-14,-342.0,"Částka: 342 CZK 11.07.2025 Místo: BM CESKO s.r.o. CESKE Ceske Budejov, Částka: 342 CZK 11.07.2025, Místo: BM CESKO s.r.o. CESKE, Ceske Budejov",Vybavení domácnosti,Bm Cesko S.R.O. Ceske Ceske Bud,2025-07,2025
2024-06-06,-150.0,"Částka: 150 CZK 22.05.2024 Místo: BODRUM DURUM KEBAB CESKE BUDEJOV, Částka: 150 CZK 22.05.2024, Místo: BODRUM DURUM KEBAB, CESKE BUDEJOV",Restaurace,Bodrum Durum Kebab Ceske Budejo,2024-06,2024
2023-04-28,-225.0,"Částka: 225 CZK 27.04.2023 Místo: BODYBRI STUDIO C.Budejovice, Částka: 225 CZK 27.04.2023, Místo: BODYBRI STUDIO, C.Budejovice","Relax, krása, péče",Bodybri Studio C.Budejovice,2023-04,2023
2023-05-09,-225.0,"Částka: 225 CZK 07.05.2023 Místo: BODYBRI STUDIO C.Budejovice, Částka: 225 CZK 07.05.2023, Místo: BODYBRI STUDIO, C.Budejovice","Relax, krása, péče",Bodybri Studio C.Budejovice,2023-05,2023
2025-07-17,-85.0,"Částka: 85 CZK 16.07.2025 Místo: BOLT.EU/O/2507160020 Tallinn, Částka: 85 CZK 16.07.2025, Místo: BOLT.EU/O/2507160020, Tallinn",Doprava,Bolt.Eu-O-2507160020 Tallinn,2025-07,2025
2023-05-05,-164.69,"Částka: 6 GBP 03.05.2023 Místo: BOOTS LONDON STRAND (2178 LONDON, Částka: 6 GBP 03.05.2023, Místo: BOOTS LONDON STRAND (2178, LONDON",Odchozí nezatříděná,Boots London Strand (2178 Londo,2023-05,2023
2025-07-22,-564.75,"Částka: 22,33 EUR 20.07.2025 Místo: BP Tankstelle Hof Bei Salzb, Částka: 22,33 EUR 20.07.2025, Místo: BP Tankstelle, Hof Bei Salzb",Tankování,Bp Tankstelle Hof Bei Salzb,2025-07,2025
2025-07-22,-79.41,"Částka: 3,14 EUR 20.07.2025 Místo: BP Tankstelle Lindach Sued, Částka: 3,14 EUR 20.07.2025, Místo: BP Tankstelle, Lindach Sued",Tankování,Bp Tankstelle Lindach Sued,2025-07,2025
2024-08-19,-113.94,"Částka: 4,4 EUR 17.08.2024 Místo: BS JAGODJE II IZOLA/ISOLA, Částka: 4,4 EUR 17.08.2024, Místo: BS JAGODJE II, IZOLA/ISOLA",Tankování,Bs Jagodje Ii Izola-Isola,2024-08,2024
2022-11-30,-140.0,"Částka: 140 CZK 28.11.2022 Místo: BUFET U MARTINA CESKE BUDEJOV, Částka: 140 CZK 28.11.2022, Místo: BUFET U MARTINA, CESKE BUDEJOV",Restaurace,Bufet U Martina Ceske Budejov,2022-11,2022
2022-12-01,-155.0,"Částka: 155 CZK 29.11.2022 Místo: BUFET U MARTINA CESKE BUDEJOV, Částka: 155 CZK 29.11.2022, Místo: BUFET U MARTINA, CESKE BUDEJOV",Restaurace,Bufet U Martina Ceske Budejov,2022-12,2022
2025-06-02,-823.28,"Částka: 823,28 CZK 29.05.2025 Místo: Canis Safety, a.s. CESKE BUD., Částka: 823,28 CZK 29.05.2025, Místo: Canis Safety, a.s., CESKE BUD.",Oblečení a obuv,Canis Safety,2025-06,2025
2022-11-30,-135.0,"Částka: 135 CZK 28.11.2022 Místo: CAPLIK CESKE BUDEJOV, Částka: 135 CZK 28.11.2022, Místo: CAPLIK, CESKE BUDEJOV",Restaurace,Caplik Ceske Budejov,2022-11,2022
2023-04-05,-840.0,"Částka: 840 CZK 03.04.2023 Místo: CAPLIK CESKE BUDEJOV, Částka: 840 CZK 03.04.2023, Místo: CAPLIK, CESKE BUDEJOV",Restaurace,Caplik Ceske Budejov,2023-04,2023
2023-04-19,-89.0,"Částka: 89 CZK 17.04.2023 Místo: CAPLIK CESKE BUDEJOV, Částka: 89 CZK 17.04.2023, Místo: CAPLIK, CESKE BUDEJOV",Restaurace,Caplik Ceske Budejov,2023-04,2023
2023-04-26,-134.0,"Částka: 134 CZK 24.04.2023 Místo: CAPLIK CESKE BUDEJOV, Částka: 134 CZK 24.04.2023, Místo: CAPLIK, CESKE BUDEJOV",Restaurace,Caplik Ceske Budejov,2023-04,2023
2023-05-31,-188.0,"Částka: 188 CZK 29.05.2023 Místo: CAPLIK CESKE BUDEJOV, Částka: 188 CZK 29.05.2023, Místo: CAPLIK, CESKE BUDEJOV",Restaurace,Caplik Ceske Budejov,2023-05,2023
2025-07-21,-4246.53,"Částka: 167,9 EUR 18.07.2025 Místo: CARIBE BAY JESOLO, Částka: 167,9 EUR 18.07.2025, Místo: CARIBE BAY, JESOLO",Odchozí nezatříděná,Caribe Bay Jesolo,2025-07,2025
2025-07-21,-1463.32,"Částka: 57,8 EUR 17.07.2025 Místo: CARNIEL ROBERTO JESOLO, Částka: 57,8 EUR 17.07.2025, Místo: CARNIEL ROBERTO, JESOLO",Odchozí nezatříděná,Carniel Roberto Jesolo,2025-07,2025
2022-08-15,-1336.36,"Částka: 1336,36 CZK 11.08.2022 Místo: CCB ATM A5600426 UL.""""""""HAN ASPAR  , Částka: 1336,36 CZK 11.08.2022, Místo: CCB ATM A5600426, UL.""""""""HAN ASPAR,",Výběr z bankomatu,"Ccb Atm A5600426 Ul.""""""""Han Asp",2022-08,2022
2022-08-15,-2684.69,"Částka: 2684,69 CZK 10.08.2022 Místo: CCB ATM A5600426 UL.""""""""HAN ASPAR  , Částka: 2684,69 CZK 10.08.2022, Místo: CCB ATM A5600426, UL.""""""""HAN ASPAR,",Výběr z bankomatu,"Ccb Atm A5600426 Ul.""""""""Han Asp",2022-08,2022
2025-07-28,-1000.0,"Částka: 1000 CZK 26.07.2025 Místo: CERPACI STANICE PLET KAMENNY UJEZD, Částka: 1000 CZK 26.07.2025, Místo: CERPACI STANICE PLET, KAMENNY UJEZD",Tankování,Cerpaci Stanice Plet Kamenny Uj,2025-07,2025
2025-07-28,-658.0,"Částka: 658 CZK 26.07.2025 Místo: CERPACI STANICE PLET KAMENNY UJEZD, Částka: 658 CZK 26.07.2025, Místo: CERPACI STANICE PLET, KAMENNY UJEZD",Tankování,Cerpaci Stanice Plet Kamenny Uj,2025-07,2025
2023-03-22,-2602.0,"Částka: 2602 CZK 21.03.2023 Místo: CESKA POSTA 37271 CESKE BUD., Částka: 2602 CZK 21.03.2023, Místo: CESKA POSTA 37271, CESKE BUD.",Nákupy a služby,Ceska Posta 37271 Ceske Bud.,2023-03,2023
2023-05-02,-1087.0,"Částka: 1087 CZK 28.04.2023 Místo: Ceska posta s.p. Praha - Nove, Částka: 1087 CZK 28.04.2023, Místo: Ceska posta s.p., Praha - Nove",Nákupy a služby,Ceska Posta S.P. Praha - Nove,2023-05,2023
2025-06-02,-6000.0,"Částka: 6000 CZK 30.05.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 6000 CZK 30.05.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-02,-6800.0,"Částka: 6800 CZK 30.05.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 6800 CZK 30.05.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-05,-18500.0,"Částka: 18500 CZK 03.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 18500 CZK 03.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-05,-20000.0,"Částka: 20000 CZK 02.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 20000 CZK 02.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-06,-200.0,"Částka: 200 CZK 03.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 200 CZK 03.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-09,-43000.0,"Částka: 43000 CZK 06.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 43000 CZK 06.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-11,-2000.0,"Částka: 2000 CZK 09.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 2000 CZK 09.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-11,-12500.0,"Částka: 12500 CZK 09.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 12500 CZK 09.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-16,-27000.0,"Částka: 27000 CZK 14.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 27000 CZK 14.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-18,-4000.0,"Částka: 4000 CZK 16.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 4000 CZK 16.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-18,-10000.0,"Částka: 10000 CZK 16.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 10000 CZK 16.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-23,-20000.0,"Částka: 20000 CZK 20.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 20000 CZK 20.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-23,-6000.0,"Částka: 6000 CZK 20.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 6000 CZK 20.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-23,-4500.0,"Částka: 4500 CZK 20.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 4500 CZK 20.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-23,-4000.0,"Částka: 4000 CZK 19.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 4000 CZK 19.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-26,-4000.0,"Částka: 4000 CZK 23.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 4000 CZK 23.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-06-30,-30000.0,"Částka: 30000 CZK 27.06.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 30000 CZK 27.06.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-06,2025
2025-07-07,-8000.0,"Částka: 8000 CZK 05.07.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 8000 CZK 05.07.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-07,2025
2025-07-24,-2500.0,"Částka: 2500 CZK 22.07.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 2500 CZK 22.07.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-07,2025
2025-07-25,-1000.0,"Částka: 1000 CZK 23.07.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1000 CZK 23.07.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-07,2025
2025-07-25,-1000.0,"Částka: 1000 CZK 22.07.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1000 CZK 22.07.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-07,2025
2025-07-25,-2500.0,"Částka: 2500 CZK 23.07.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 2500 CZK 23.07.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-07,2025
2025-12-22,-8000.0,"Částka: 8000 CZK 18.12.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 8000 CZK 18.12.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-12,2025
2025-12-30,-1000.0,"Částka: 1000 CZK 27.12.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1000 CZK 27.12.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2025-12,2025
2026-01-02,-400.0,"Částka: 400 CZK 31.12.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 400 CZK 31.12.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-02,-5500.0,"Částka: 5500 CZK 30.12.2025 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 5500 CZK 30.12.2025, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-08,-2000.0,"Částka: 2000 CZK 06.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 2000 CZK 06.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-12,-500.0,"Částka: 500 CZK 08.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 500 CZK 08.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-12,-3800.0,"Částka: 3800 CZK 08.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 3800 CZK 08.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-13,-1100.0,"Částka: 1100 CZK 11.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1100 CZK 11.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-19,-12000.0,"Částka: 12000 CZK 16.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 12000 CZK 16.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-01-26,-1700.0,"Částka: 1700 CZK 23.01.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1700 CZK 23.01.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-01,2026
2026-02-13,-700.0,"Částka: 700 CZK 11.02.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 700 CZK 11.02.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-02,2026
2026-02-16,-9000.0,"Částka: 9000 CZK 12.02.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 9000 CZK 12.02.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-02,2026
2026-02-20,-700.0,"Částka: 700 CZK 18.02.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 700 CZK 18.02.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-02,2026
2026-03-02,-3900.0,"Částka: 3900 CZK 27.02.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 3900 CZK 27.02.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-06,-3000.0,"Částka: 3000 CZK 04.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 3000 CZK 04.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-16,-2300.0,"Částka: 2300 CZK 13.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 2300 CZK 13.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-16,-400.0,"Částka: 400 CZK 13.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 400 CZK 13.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-18,-400.0,"Částka: 400 CZK 15.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 400 CZK 15.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-23,-1300.0,"Částka: 1300 CZK 20.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 1300 CZK 20.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-23,-4600.0,"Částka: 4600 CZK 20.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 4600 CZK 20.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-03-30,-700.0,"Částka: 700 CZK 28.03.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 700 CZK 28.03.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-03,2026
2026-05-20,-500.0,"Částka: 500 CZK 17.05.2026 Místo: CESKA SPORITELNA, A.S. CESKE BUDEJOV, Částka: 500 CZK 17.05.2026, Místo: CESKA SPORITELNA, A.S., CESKE BUDEJOV",Výběr z bankomatu,Ceska Sporitelna,2026-05,2026
2022-03-07,-477.0,"Částka: 477 CZK 04.03.2022 Místo: CESKE BUDEJOVICE 5, STR CESKE BUDEJOV  , Částka: 477 CZK 04.03.2022, Místo: CESKE BUDEJOVICE 5, STR, CESKE BUDEJOV,",Odchozí nezatříděná,Ceske Budejovice 5,2022-03,2022
2022-03-23,-135.0,"Částka: 135 CZK 21.03.2022 Místo: CESKE BUDEJOVICE 5, STR CESKE BUDEJOV  , Částka: 135 CZK 21.03.2022, Místo: CESKE BUDEJOVICE 5, STR, CESKE BUDEJOV,",Odchozí nezatříděná,Ceske Budejovice 5,2022-03,2022
2022-06-20,-297.0,"Částka: 297 CZK 16.06.2022 Místo: CESKE BUDEJOVICE 5, STR CESKE BUDEJOV  , Částka: 297 CZK 16.06.2022, Místo: CESKE BUDEJOVICE 5, STR, CESKE BUDEJOV,",Odchozí nezatříděná,Ceske Budejovice 5,2022-06,2022
2023-03-13,-634.0,"Částka: 634 CZK 10.03.2023 Místo: CESKE BUDEJOVICE 5, STR CESKE BUDEJOV, Částka: 634 CZK 10.03.2023, Místo: CESKE BUDEJOVICE 5, STR, CESKE BUDEJOV",Odchozí nezatříděná,Ceske Budejovice 5,2023-03,2023
2023-04-19,-100.0,"Částka: 100 CZK 17.04.2023 Místo: CESKE BUDEJOVICE 5, STR CESKE BUDEJOV, Částka: 100 CZK 17.04.2023, Místo: CESKE BUDEJOVICE 5, STR, CESKE BUDEJOV",Odchozí nezatříděná,Ceske Budejovice 5,2023-04,2023
2023-04-21,-230.0,"Částka: 230 CZK 19.04.2023 Místo: Ceske Budejovice IGY 52 Ceske Budejov, Částka: 230 CZK 19.04.2023, Místo: Ceske Budejovice IGY 52, Ceske Budejov",Volný čas a zábava,Ceske Budejovice Igy 52 Ceske B,2023-04,2023
2024-01-24,-308.0,"Částka: 308 CZK 22.01.2024 Místo: Ceske Budejovice IGY 52 Ceske Budejov, Částka: 308 CZK 22.01.2024, Místo: Ceske Budejovice IGY 52, Ceske Budejov",Volný čas a zábava,Ceske Budejovice Igy 52 Ceske B,2024-01,2024
2024-05-22,-142.0,"Částka: 142 CZK 20.05.2024 Místo: Ceske Budejovice IGY 52 Ceske Budejov, Částka: 142 CZK 20.05.2024, Místo: Ceske Budejovice IGY 52, Ceske Budejov",Volný čas a zábava,Ceske Budejovice Igy 52 Ceske B,2024-05,2024
2024-05-24,-159.0,"Částka: 159 CZK 22.05.2024 Místo: Ceske Budejovice IGY 52 Ceske Budejov, Částka: 159 CZK 22.05.2024, Místo: Ceske Budejovice IGY 52, Ceske Budejov",Volný čas a zábava,Ceske Budejovice Igy 52 Ceske B,2024-05,2024
2024-08-29,-147.0,"Částka: 147 CZK 27.08.2024 Místo: Ceske Budejovice IGY 52 Ceske Budejov, Částka: 147 CZK 27.08.2024, Místo: Ceske Budejovice IGY 52, Ceske Budejov",Volný čas a zábava,Ceske Budejovice Igy 52 Ceske B,2024-08,2024
2025-03-21,-2050.0,"Částka: 2050 CZK 20.03.2025 Místo: CG *Villa Resort Ceske Budejov, Částka: 2050 CZK 20.03.2025, Místo: CG *Villa Resort, Ceske Budejov",Dovolená,Cg _Villa Resort Ceske Budejov,2025-03,2025
2022-03-21,-614.0,"Částka: 614 CZK 18.03.2022 Místo: CHEMOLAK TRADE C.BUDE CESKE BUDEJOV  , Částka: 614 CZK 18.03.2022, Místo: CHEMOLAK TRADE C.BUDE, CESKE BUDEJOV,",Odchozí nezatříděná,Chemolak Trade C.Bude Ceske Bud,2022-03,2022
2025-07-03,-1391.0,"Částka: 1391 CZK 02.07.2025 Místo: Chemolak Trade C.Bude Ceske Budejov, Částka: 1391 CZK 02.07.2025, Místo: Chemolak Trade C.Bude, Ceske Budejov",Odchozí nezatříděná,Chemolak Trade C.Bude Ceske Bud,2025-07,2025
2025-08-06,-441.0,"Částka: 441 CZK 04.08.2025 Místo: Chemolak Trade C.Bude Ceske Budejov, Částka: 441 CZK 04.08.2025, Místo: Chemolak Trade C.Bude, Ceske Budejov",Odchozí nezatříděná,Chemolak Trade C.Bude Ceske Bud,2025-08,2025
2025-08-06,-1614.0,"Částka: 1614 CZK 04.08.2025 Místo: Chemolak Trade C.Bude Ceske Budejov, Částka: 1614 CZK 04.08.2025, Místo: Chemolak Trade C.Bude, Ceske Budejov",Odchozí nezatříděná,Chemolak Trade C.Bude Ceske Bud,2025-08,2025
